vds	Id(M1)
0.000000000000000e+00	-4.800339e-37
5.000000000000000e-02	6.357006e-02
1.000000000000000e-01	1.181626e-01
1.500000000000000e-01	1.633386e-01
2.000000000000000e-01	1.986222e-01
2.500000000000000e-01	2.234963e-01
3.000000000000000e-01	2.373978e-01
3.500000000000000e-01	2.403839e-01
4.000000000000000e-01	2.407315e-01
4.500000000000000e-01	2.410791e-01
4.999999999999999e-01	2.414266e-01
5.499999999999999e-01	2.417741e-01
6.000000000000000e-01	2.421216e-01
6.500000000000000e-01	2.424691e-01
7.000000000000001e-01	2.428165e-01
7.500000000000001e-01	2.431639e-01
8.000000000000002e-01	2.435113e-01
8.500000000000002e-01	2.438587e-01
9.000000000000002e-01	2.442060e-01
9.500000000000003e-01	2.445533e-01
1.000000000000000e+00	2.449006e-01
1.050000000000000e+00	2.452479e-01
1.100000000000000e+00	2.455951e-01
1.150000000000000e+00	2.459423e-01
1.200000000000000e+00	2.462895e-01
1.250000000000000e+00	2.466366e-01
1.300000000000000e+00	2.469837e-01
1.350000000000001e+00	2.473308e-01
1.400000000000001e+00	2.476779e-01
1.450000000000001e+00	2.480250e-01
1.500000000000001e+00	2.483720e-01
1.550000000000001e+00	2.487190e-01
1.600000000000001e+00	2.490659e-01
1.650000000000001e+00	2.494129e-01
1.700000000000001e+00	2.497598e-01
1.750000000000001e+00	2.501067e-01
1.800000000000001e+00	2.504535e-01
1.850000000000001e+00	2.508003e-01
1.900000000000001e+00	2.511472e-01
1.950000000000001e+00	2.514939e-01
2.000000000000001e+00	2.518407e-01
2.050000000000001e+00	2.521874e-01
2.100000000000001e+00	2.525341e-01
2.150000000000000e+00	2.528808e-01
2.200000000000000e+00	2.532274e-01
2.250000000000000e+00	2.535741e-01
2.300000000000000e+00	2.539207e-01
2.350000000000000e+00	2.542672e-01
2.399999999999999e+00	2.546138e-01
2.449999999999999e+00	2.549603e-01
2.499999999999999e+00	2.553068e-01
2.549999999999999e+00	2.556532e-01
2.599999999999999e+00	2.559997e-01
2.649999999999999e+00	2.563461e-01
2.699999999999998e+00	2.566925e-01
2.749999999999998e+00	2.570388e-01
2.799999999999998e+00	2.573852e-01
2.849999999999998e+00	2.577315e-01
2.899999999999998e+00	2.580778e-01
2.949999999999998e+00	2.584240e-01
2.999999999999997e+00	2.587703e-01
3.049999999999997e+00	2.591164e-01
3.099999999999997e+00	2.594626e-01
3.149999999999997e+00	2.598088e-01
3.199999999999997e+00	2.601549e-01
3.249999999999996e+00	2.605010e-01
3.299999999999996e+00	2.608471e-01
3.349999999999996e+00	2.611931e-01
3.399999999999996e+00	2.615391e-01
3.449999999999996e+00	2.618851e-01
3.499999999999996e+00	2.622311e-01
3.549999999999995e+00	2.625770e-01
3.599999999999995e+00	2.629229e-01
3.649999999999995e+00	2.632688e-01
3.699999999999995e+00	2.636147e-01
3.749999999999995e+00	2.639605e-01
3.799999999999994e+00	2.643063e-01
3.849999999999994e+00	2.646521e-01
3.899999999999994e+00	2.649979e-01
3.949999999999994e+00	2.653436e-01
3.999999999999994e+00	2.656893e-01
4.049999999999994e+00	2.660350e-01
4.099999999999993e+00	2.663806e-01
4.149999999999993e+00	2.667263e-01
4.199999999999993e+00	2.670718e-01
4.249999999999993e+00	2.674174e-01
4.299999999999993e+00	2.677630e-01
4.349999999999993e+00	2.681085e-01
4.399999999999992e+00	2.684540e-01
4.449999999999992e+00	2.687995e-01
4.499999999999992e+00	2.691449e-01
4.549999999999992e+00	2.694903e-01
4.599999999999992e+00	2.698357e-01
4.649999999999991e+00	2.701811e-01
4.699999999999991e+00	2.705264e-01
4.749999999999991e+00	2.708717e-01
4.799999999999991e+00	2.712170e-01
4.849999999999991e+00	2.715622e-01
4.899999999999991e+00	2.719075e-01
4.949999999999990e+00	2.722527e-01
4.999999999999990e+00	2.725979e-01
5.049999999999990e+00	2.729430e-01
5.099999999999990e+00	2.732882e-01
5.149999999999990e+00	2.736332e-01
5.199999999999990e+00	2.739783e-01
5.249999999999989e+00	2.743234e-01
5.299999999999989e+00	2.746684e-01
5.349999999999989e+00	2.750134e-01
5.399999999999989e+00	2.753584e-01
5.449999999999989e+00	2.757033e-01
5.499999999999988e+00	2.760482e-01
5.549999999999988e+00	2.763931e-01
5.599999999999988e+00	2.767380e-01
5.649999999999988e+00	2.770828e-01
5.699999999999988e+00	2.774276e-01
5.749999999999988e+00	2.777725e-01
5.799999999999987e+00	2.781172e-01
5.849999999999987e+00	2.784619e-01
5.899999999999987e+00	2.788067e-01
5.949999999999987e+00	2.791514e-01
5.999999999999987e+00	2.794960e-01
6.049999999999986e+00	2.798406e-01
6.099999999999986e+00	2.801853e-01
6.149999999999986e+00	2.805298e-01
6.199999999999986e+00	2.808744e-01
6.249999999999986e+00	2.812189e-01
6.299999999999986e+00	2.815634e-01
6.349999999999985e+00	2.819079e-01
6.399999999999985e+00	2.822523e-01
6.449999999999985e+00	2.825968e-01
6.499999999999985e+00	2.829412e-01
6.549999999999985e+00	2.832855e-01
6.599999999999985e+00	2.836299e-01
6.649999999999984e+00	2.839742e-01
6.699999999999984e+00	2.843185e-01
6.749999999999984e+00	2.846628e-01
6.799999999999984e+00	2.850070e-01
6.849999999999984e+00	2.853512e-01
6.899999999999983e+00	2.856954e-01
6.949999999999983e+00	2.860396e-01
6.999999999999983e+00	2.863837e-01
7.049999999999983e+00	2.867278e-01
7.099999999999983e+00	2.870719e-01
7.149999999999983e+00	2.874160e-01
7.199999999999982e+00	2.877600e-01
7.249999999999982e+00	2.881040e-01
7.299999999999982e+00	2.884480e-01
7.349999999999982e+00	2.887920e-01
7.399999999999982e+00	2.891359e-01
7.449999999999982e+00	2.894798e-01
7.499999999999981e+00	2.898237e-01
7.549999999999981e+00	2.901675e-01
7.599999999999981e+00	2.905114e-01
7.649999999999981e+00	2.908552e-01
7.699999999999981e+00	2.911989e-01
7.749999999999980e+00	2.915427e-01
7.799999999999980e+00	2.918864e-01
7.849999999999980e+00	2.922301e-01
7.899999999999980e+00	2.925738e-01
7.949999999999980e+00	2.929174e-01
7.999999999999980e+00	2.932611e-01
8.049999999999979e+00	2.936046e-01
8.099999999999980e+00	2.939482e-01
8.149999999999981e+00	2.942918e-01
8.199999999999982e+00	2.946353e-01
8.249999999999982e+00	2.949788e-01
8.299999999999983e+00	2.953222e-01
8.349999999999984e+00	2.956657e-01
8.399999999999984e+00	2.960091e-01
8.449999999999985e+00	2.963525e-01
8.499999999999986e+00	2.966959e-01
8.549999999999986e+00	2.970392e-01
8.599999999999987e+00	2.973825e-01
8.649999999999988e+00	2.977258e-01
8.699999999999989e+00	2.980690e-01
8.749999999999989e+00	2.984123e-01
8.799999999999990e+00	2.987555e-01
8.849999999999991e+00	2.990987e-01
8.899999999999991e+00	2.994418e-01
8.949999999999992e+00	2.997850e-01
9.000000000000000e+00	3.001280e-01
